shipment_id,route_id,date,delay_minutes,cost_usd,temp_c,status
SHP12926,RT03,2006-01-12,8,70.98,4.0,in_transit
SHP12927,RT02,2006-01-13,16,47.78,4.1,in_transit
SHP12928,RT02,2006-01-14,9,96.89,6.7,in_transit
SHP12929,RT03,2006-01-15,9,47.67,3.4,delivered
SHP12930,RT03,2006-01-16,16,81.6,5.4,delivered
SHP12931,RT04,2006-01-17,14,66.49,5.5,in_transit
SHP12932,RT01,2006-01-18,8,77.28,9.9,delivered
SHP12933,RT01,2006-01-19,13,48.94,2.9,failed
SHP12934,RT02,2006-01-20,6,77.66,2.8,delivered
SHP12935,RT01,2006-01-21,7,50.29,2.9,delivered
SHP12936,RT01,2006-01-22,10,89.0,3.4,in_transit
SHP12937,RT04,2006-01-23,12,62.67,5.6,delivered
SHP12938,RT04,2006-01-24,15,33.65,3.4,delivered
SHP12939,RT01,2006-01-25,11,41.46,7.5,failed
SHP12940,RT03,2006-01-26,12,60.52,4.8,in_transit
SHP12941,RT01,2006-01-27,6,93.58,6.9,delivered
SHP12942,RT04,2006-01-28,6,75.41,5.7,delivered
SHP12943,RT01,2006-01-29,10,65.93,4.0,delivered
SHP12944,RT04,2006-01-30,17,38.14,3.2,delivered
SHP12945,RT02,2006-01-31,7,49.44,5.6,delivered
SHP12946,RT03,2006-02-01,14,95.36,8.1,delivered
SHP12947,RT01,2006-02-02,8,74.68,6.1,delivered
SHP12948,RT03,2006-02-03,6,60.87,4.9,failed
SHP12949,RT02,2006-02-04,12,89.14,5.5,delivered
SHP12950,RT03,2006-02-05,8,81.38,2.6,delivered
SHP12951,RT03,2006-02-06,9,98.12,6.6,failed
SHP12952,RT03,2006-02-07,9,45.45,4.6,delivered
SHP12953,RT04,2006-02-08,9,67.14,5.9,delivered
SHP12954,RT01,2006-02-09,8,97.57,5.2,delivered
SHP12955,RT04,2006-02-10,7,52.42,5.2,delivered
SHP12956,RT03,2006-02-11,13,78.47,7.7,delivered
SHP12957,RT03,2006-02-12,17,46.5,4.8,failed
SHP12958,RT03,2006-02-13,9,35.64,3.8,delivered
SHP12959,RT02,2006-02-14,13,98.81,2.8,delivered
SHP12960,RT03,2006-02-15,13,95.71,5.0,in_transit
SHP12961,RT01,2006-02-16,11,87.3,3.5,delivered
SHP12962,RT01,2006-02-17,10,93.3,5.7,delivered
SHP12963,RT01,2006-02-18,7,40.1,8.7,in_transit
SHP12964,RT04,2006-02-19,5,49.0,5.3,delivered
SHP12965,RT02,2006-02-20,11,70.37,6.0,delivered
SHP12966,RT02,2006-02-21,12,80.04,2.2,delivered
SHP12967,RT03,2006-02-22,9,39.8,3.3,delivered
SHP12968,RT04,2006-02-23,13,30.66,5.7,in_transit
SHP12969,RT02,2006-02-24,15,92.5,1.3,delivered
SHP12970,RT03,2006-02-25,8,98.44,4.2,delivered
SHP12971,RT02,2006-02-26,18,48.9,7.0,delivered
SHP12972,RT01,2006-02-27,11,58.49,8.4,delivered
SHP12973,RT01,2006-02-28,9,56.8,4.2,delivered
SHP12974,RT03,2006-03-01,12,61.37,7.5,in_transit
SHP12975,RT01,2006-03-02,13,54.25,2.3,in_transit
SHP12976,RT01,2006-03-03,6,71.43,8.2,in_transit
SHP12977,RT01,2006-03-04,16,53.76,3.1,delivered
SHP12978,RT04,2006-03-05,11,86.72,5.6,delivered
SHP12979,RT01,2006-03-06,10,68.95,6.6,delivered
SHP12980,RT04,2006-03-07,11,94.34,2.9,delivered
SHP12981,RT04,2006-03-08,12,79.37,2.5,delivered
SHP12982,RT04,2006-03-09,9,83.72,4.1,delivered
SHP12983,RT01,2006-03-10,9,92.8,1.4,in_transit
SHP12984,RT03,2006-03-11,6,96.76,8.9,in_transit
SHP12985,RT01,2006-03-12,12,90.07,5.2,delivered
SHP12986,RT01,2006-03-13,8,88.66,1.0,delivered
SHP12987,RT04,2006-03-14,9,41.62,6.2,delivered
SHP12988,RT01,2006-03-15,13,77.12,7.8,in_transit
SHP12989,RT04,2006-03-16,11,45.95,6.6,in_transit
SHP12990,RT01,2006-03-17,9,41.36,5.9,in_transit
SHP12991,RT01,2006-03-18,11,32.06,3.8,delivered
SHP12992,RT04,2006-03-19,6,88.42,4.2,failed
SHP12993,RT04,2006-03-20,5,37.93,6.8,delivered
SHP12994,RT03,2006-03-21,12,68.79,4.9,in_transit
SHP12995,RT04,2006-03-22,7,49.44,5.2,delivered
SHP12996,RT01,2006-03-23,12,93.61,3.1,in_transit
SHP12997,RT01,2006-03-24,15,81.99,3.9,in_transit
SHP12998,RT01,2006-03-25,9,45.0,4.5,delivered
SHP12999,RT02,2006-03-26,11,55.93,8.0,delivered
SHP13000,RT04,2006-03-27,17,59.33,6.2,delivered
SHP13001,RT04,2006-03-28,9,72.06,4.4,in_transit
SHP13002,RT04,2006-03-29,13,46.09,5.2,delivered
SHP13003,RT02,2006-03-30,11,41.17,6.1,delivered
SHP13004,RT04,2006-03-31,12,59.64,5.1,delivered
SHP13005,RT02,2006-04-01,12,38.77,3.2,delivered
SHP13006,RT04,2006-04-02,9,85.67,2.7,delivered
SHP13007,RT02,2006-04-03,11,74.18,6.9,delivered
SHP13008,RT02,2006-04-04,14,81.84,2.1,in_transit
SHP13009,RT03,2006-04-05,11,91.68,3.0,delivered
SHP13010,RT04,2006-04-06,6,95.14,4.4,delivered
SHP13011,RT04,2006-04-07,11,92.35,7.3,delivered
SHP13012,RT01,2006-04-08,18,34.63,6.8,failed
SHP13013,RT04,2006-04-09,10,69.21,3.6,delivered
SHP13014,RT04,2006-04-10,11,30.61,6.2,delivered
SHP13015,RT03,2006-04-11,9,78.47,5.4,in_transit
SHP13016,RT02,2006-04-12,10,41.52,4.7,delivered
SHP13017,RT02,2006-04-13,8,74.58,5.4,delivered
SHP13018,RT03,2006-04-14,11,99.34,7.2,delivered
SHP13019,RT04,2006-04-15,10,96.18,2.8,in_transit
SHP13020,RT01,2006-04-16,14,77.55,5.5,in_transit
SHP13021,RT02,2006-04-17,10,70.92,5.5,delivered
SHP13022,RT04,2006-04-18,5,72.72,7.3,delivered
SHP13023,RT02,2006-04-19,13,60.77,5.0,delivered
SHP13024,RT01,2006-04-20,11,43.41,7.0,delivered
SHP13025,RT04,2006-04-21,7,30.19,9.9,failed
SHP13026,RT02,2006-04-22,9,77.13,5.6,in_transit
SHP13027,RT04,2006-04-23,10,89.31,4.9,delivered
SHP13028,RT01,2006-04-24,14,52.16,7.2,delivered
SHP13029,RT04,2006-04-25,14,63.29,7.4,in_transit
SHP13030,RT04,2006-04-26,8,49.9,5.8,delivered
SHP13031,RT03,2006-04-27,7,52.63,5.4,delivered
SHP13032,RT02,2006-04-28,3,37.06,4.4,delivered
SHP13033,RT02,2006-04-29,7,43.26,8.3,delivered
SHP13034,RT04,2006-04-30,1,56.41,3.4,failed
SHP13035,RT03,2006-05-01,13,61.38,7.2,delivered
SHP13036,RT01,2006-05-02,8,83.57,2.7,delivered
SHP13037,RT02,2006-05-03,10,78.31,5.4,in_transit
SHP13038,RT02,2006-05-04,13,80.69,7.6,failed
SHP13039,RT02,2006-05-05,9,70.15,6.5,delivered
SHP13040,RT02,2006-05-06,8,35.54,4.9,in_transit
SHP13041,RT03,2006-05-07,10,55.28,4.3,delivered
SHP13042,RT04,2006-05-08,10,84.3,3.7,delivered
SHP13043,RT04,2006-05-09,16,83.09,2.2,in_transit
SHP13044,RT03,2006-05-10,12,87.82,4.5,in_transit
SHP13045,RT01,2006-05-11,10,84.88,8.9,delivered
SHP13046,RT04,2006-05-12,8,72.97,8.5,delivered
SHP13047,RT03,2006-05-13,11,88.44,3.1,delivered
SHP13048,RT01,2006-05-14,11,46.26,5.5,delivered
SHP13049,RT02,2006-05-15,9,37.0,6.4,delivered
SHP13050,RT02,2006-05-16,10,75.73,4.0,delivered
SHP13051,RT01,2006-05-17,6,47.76,7.0,in_transit
SHP13052,RT04,2006-05-18,17,80.42,3.9,delivered
SHP13053,RT02,2006-05-19,9,69.23,5.7,delivered
SHP13054,RT03,2006-05-20,15,62.39,7.0,delivered
SHP13055,RT02,2006-05-21,9,89.49,7.1,delivered
SHP13056,RT03,2006-05-22,9,33.73,2.0,delivered
SHP13057,RT03,2006-05-23,13,41.66,6.3,failed
SHP13058,RT03,2006-05-24,13,88.09,5.4,failed
SHP13059,RT01,2006-05-25,14,69.7,9.0,delivered
SHP13060,RT03,2006-05-26,4,67.98,4.7,failed
SHP13061,RT04,2006-05-27,10,76.62,5.9,delivered
SHP13062,RT03,2006-05-28,6,67.66,6.6,delivered
SHP13063,RT01,2006-05-29,7,47.89,8.1,in_transit
SHP13064,RT01,2006-05-30,10,93.88,3.3,delivered
SHP13065,RT04,2006-05-31,7,76.9,5.5,delivered
SHP13066,RT01,2006-06-01,13,61.77,4.9,delivered
SHP13067,RT03,2006-06-02,5,66.17,7.1,in_transit
SHP13068,RT01,2006-06-03,8,86.76,3.4,delivered
SHP13069,RT04,2006-06-04,8,36.86,7.5,delivered
SHP13070,RT01,2006-06-05,8,85.57,5.2,failed
SHP13071,RT02,2006-06-06,15,92.41,3.1,delivered
SHP13072,RT01,2006-06-07,7,98.35,3.4,delivered
SHP13073,RT01,2006-06-08,6,48.55,3.2,delivered
SHP13074,RT01,2006-06-09,9,84.04,5.2,delivered
SHP13075,RT01,2006-06-10,9,67.15,9.1,in_transit
SHP13076,RT03,2006-06-11,8,77.18,8.8,delivered
SHP13077,RT02,2006-06-12,9,64.19,4.1,failed
SHP13078,RT01,2006-06-13,4,45.45,3.7,delivered
SHP13079,RT02,2006-06-14,10,32.46,7.7,failed
SHP13080,RT02,2006-06-15,12,81.79,3.2,delivered
SHP13081,RT04,2006-06-16,10,35.83,3.0,failed
SHP13082,RT02,2006-06-17,9,43.36,5.4,delivered
SHP13083,RT04,2006-06-18,18,47.75,5.9,delivered
SHP13084,RT03,2006-06-19,11,57.18,3.2,delivered
SHP13085,RT02,2006-06-20,9,90.9,5.9,delivered
SHP13086,RT03,2006-06-21,6,34.52,4.8,failed
SHP13087,RT03,2006-06-22,9,54.59,5.0,delivered
SHP13088,RT04,2006-06-23,8,31.08,2.6,delivered
SHP13089,RT04,2006-06-24,5,79.35,-0.4,delivered
SHP13090,RT03,2006-06-25,13,49.95,5.4,delivered
SHP13091,RT02,2006-06-26,17,37.91,4.7,delivered
SHP13092,RT04,2006-06-27,9,61.14,7.3,delivered
SHP13093,RT02,2006-06-28,12,54.93,4.7,delivered
SHP13094,RT04,2006-06-29,10,33.67,6.6,in_transit
SHP13095,RT03,2006-06-30,9,89.89,5.5,in_transit
SHP13096,RT02,2006-07-01,11,58.87,3.4,delivered
SHP13097,RT04,2006-07-02,7,85.87,2.4,delivered
SHP13098,RT03,2006-07-03,4,81.95,5.9,in_transit
SHP13099,RT03,2006-07-04,17,47.93,5.3,in_transit
SHP13100,RT04,2006-07-05,11,90.79,4.1,failed
SHP13101,RT01,2006-07-06,4,64.02,5.9,delivered
SHP13102,RT03,2006-07-07,9,77.69,4.7,delivered
SHP13103,RT02,2006-07-08,13,34.17,7.0,in_transit
SHP13104,RT02,2006-07-09,7,87.19,3.0,delivered
SHP13105,RT01,2006-07-10,8,99.61,5.1,delivered
SHP13106,RT02,2006-07-11,14,32.23,4.2,delivered
SHP13107,RT03,2006-07-12,6,80.35,1.6,delivered
SHP13108,RT03,2006-07-13,6,98.69,3.0,delivered
SHP13109,RT03,2006-07-14,5,49.72,4.6,delivered
SHP13110,RT01,2006-07-15,8,53.63,5.2,in_transit
SHP13111,RT02,2006-07-16,12,40.39,4.8,delivered
SHP13112,RT02,2006-07-17,7,55.19,6.3,delivered
SHP13113,RT01,2006-07-18,13,96.42,4.3,delivered
SHP13114,RT02,2006-07-19,11,60.16,3.1,delivered
SHP13115,RT01,2006-07-20,10,91.97,7.8,delivered
SHP13116,RT01,2006-07-21,8,76.9,6.7,in_transit
SHP13117,RT04,2006-07-22,9,99.42,4.3,delivered
SHP13118,RT03,2006-07-23,9,41.52,5.0,delivered
SHP13119,RT01,2006-07-24,13,70.42,3.4,delivered
SHP13120,RT04,2006-07-25,11,78.96,3.8,delivered
SHP13121,RT01,2006-07-26,4,70.76,4.4,delivered
SHP13122,RT02,2006-07-27,9,73.17,1.9,delivered
SHP13123,RT04,2006-07-28,12,49.88,3.5,in_transit
SHP13124,RT02,2006-07-29,8,89.61,4.1,delivered
SHP13125,RT02,2006-07-30,9,97.87,3.5,delivered
SHP13126,RT02,2006-07-31,8,80.65,4.7,delivered
SHP13127,RT02,2006-08-01,6,35.93,5.0,delivered
SHP13128,RT02,2006-08-02,13,48.71,3.4,in_transit
SHP13129,RT03,2006-08-03,16,86.67,10.3,delivered
SHP13130,RT03,2006-08-04,17,40.06,5.8,delivered
SHP13131,RT04,2006-08-05,8,37.45,6.1,failed
SHP13132,RT01,2006-08-06,12,47.81,3.6,delivered
SHP13133,RT03,2006-08-07,7,57.14,6.3,delivered
SHP13134,RT01,2006-08-08,9,94.83,4.9,delivered
SHP13135,RT01,2006-08-09,9,41.52,2.6,delivered
SHP13136,RT01,2006-08-10,9,34.37,6.9,delivered
SHP13137,RT03,2006-08-11,4,31.35,5.5,failed
SHP13138,RT04,2006-08-12,11,32.38,5.3,failed
SHP13139,RT02,2006-08-13,10,74.6,5.9,delivered
SHP13140,RT01,2006-08-14,6,84.36,4.4,delivered
SHP13141,RT03,2006-08-15,9,33.85,6.4,delivered
SHP13142,RT04,2006-08-16,11,96.25,5.5,delivered
SHP13143,RT02,2006-08-17,9,51.88,3.2,in_transit
SHP13144,RT04,2006-08-18,9,97.91,3.3,delivered
SHP13145,RT04,2006-08-19,7,83.22,3.0,delivered
SHP13146,RT01,2006-08-20,13,86.67,4.5,delivered
SHP13147,RT02,2006-08-21,9,30.38,3.4,delivered
SHP13148,RT01,2006-08-22,7,38.24,2.3,delivered
SHP13149,RT01,2006-08-23,10,49.92,4.0,delivered
SHP13150,RT02,2006-08-24,12,78.91,4.4,in_transit
SHP13151,RT02,2006-08-25,12,58.62,3.6,delivered
SHP13152,RT02,2006-08-26,12,76.9,9.7,delivered
SHP13153,RT02,2006-08-27,10,56.12,6.4,delivered
SHP13154,RT04,2006-08-28,12,61.33,4.8,delivered
SHP13155,RT04,2006-08-29,7,99.68,8.2,delivered
SHP13156,RT01,2006-08-30,6,87.99,4.6,delivered
SHP13157,RT04,2006-08-31,11,62.06,3.9,delivered
SHP13158,RT04,2006-09-01,13,86.24,4.2,delivered
SHP13159,RT03,2006-09-02,13,45.88,2.8,in_transit
SHP13160,RT03,2006-09-03,5,50.01,5.7,delivered
SHP13161,RT03,2006-09-04,8,50.67,4.9,delivered
SHP13162,RT02,2006-09-05,11,37.42,5.0,delivered
SHP13163,RT01,2006-09-06,13,88.0,7.8,in_transit
SHP13164,RT04,2006-09-07,14,53.91,5.4,delivered
SHP13165,RT01,2006-09-08,8,35.42,4.1,delivered
SHP13166,RT03,2006-09-09,8,38.67,6.9,delivered
SHP13167,RT02,2006-09-10,8,77.54,3.1,in_transit
SHP13168,RT02,2006-09-11,5,85.57,4.9,delivered
SHP13169,RT03,2006-09-12,13,54.58,6.0,delivered
SHP13170,RT01,2006-09-13,10,86.34,2.3,delivered
SHP13171,RT01,2006-09-14,9,59.7,1.9,delivered
SHP13172,RT02,2006-09-15,7,79.21,7.2,failed
SHP13173,RT04,2006-09-16,6,56.54,7.7,delivered
SHP13174,RT02,2006-09-17,8,43.04,7.3,in_transit
SHP13175,RT03,2006-09-18,13,42.71,4.2,delivered
SHP13176,RT04,2006-09-19,11,86.53,5.5,in_transit
SHP13177,RT02,2006-09-20,17,58.04,8.3,delivered
SHP13178,RT04,2006-09-21,7,49.85,5.3,delivered
SHP13179,RT03,2006-09-22,9,39.58,4.9,in_transit
SHP13180,RT02,2006-09-23,9,88.04,7.7,failed
SHP13181,RT01,2006-09-24,8,30.54,7.1,delivered
SHP13182,RT04,2006-09-25,14,85.75,1.5,in_transit
SHP13183,RT01,2006-09-26,10,72.95,5.1,failed
SHP13184,RT03,2006-09-27,11,55.5,5.9,delivered
SHP13185,RT04,2006-09-28,9,99.2,5.3,delivered
SHP13186,RT04,2006-09-29,5,56.87,4.3,in_transit
SHP13187,RT04,2006-09-30,5,48.38,2.6,in_transit
SHP13188,RT01,2006-10-01,9,70.78,4.0,delivered
SHP13189,RT04,2006-10-02,9,71.55,3.8,delivered
SHP13190,RT02,2006-10-03,12,85.62,2.5,delivered
SHP13191,RT01,2006-10-04,13,60.12,5.6,delivered
SHP13192,RT01,2006-10-05,6,91.02,5.9,delivered
SHP13193,RT04,2006-10-06,10,74.61,10.5,failed
SHP13194,RT01,2006-10-07,13,84.69,4.9,in_transit
SHP13195,RT03,2006-10-08,11,51.62,7.5,delivered
SHP13196,RT03,2006-10-09,13,99.37,3.0,delivered
SHP13197,RT03,2006-10-10,8,37.43,5.8,failed
SHP13198,RT04,2006-10-11,10,31.05,9.4,in_transit
SHP13199,RT03,2006-10-12,10,50.96,6.8,failed
SHP13200,RT01,2006-10-13,7,98.68,4.7,delivered
SHP13201,RT02,2006-10-14,9,76.55,3.0,delivered
SHP13202,RT02,2006-10-15,11,61.72,7.1,delivered
SHP13203,RT02,2006-10-16,5,86.72,4.7,delivered
SHP13204,RT03,2006-10-17,3,73.87,5.2,delivered
SHP13205,RT04,2006-10-18,8,90.35,5.6,delivered
SHP13206,RT01,2006-10-19,10,69.19,5.4,failed
SHP13207,RT04,2006-10-20,14,91.79,5.7,failed
SHP13208,RT02,2006-10-21,11,42.0,4.8,delivered
SHP13209,RT01,2006-10-22,7,38.88,3.5,delivered
SHP13210,RT04,2006-10-23,7,49.94,7.5,delivered
SHP13211,RT01,2006-10-24,12,60.87,3.4,delivered
SHP13212,RT03,2006-10-25,7,91.07,7.3,failed
SHP13213,RT02,2006-10-26,15,54.49,3.3,in_transit
SHP13214,RT03,2006-10-27,17,92.49,8.2,in_transit
SHP13215,RT03,2006-10-28,9,63.83,4.0,delivered
SHP13216,RT02,2006-10-29,11,97.74,3.1,delivered
SHP13217,RT04,2006-10-30,9,50.99,1.6,delivered
SHP13218,RT02,2006-10-31,8,79.72,5.1,delivered
SHP13219,RT04,2006-11-01,8,61.26,6.0,delivered
SHP13220,RT02,2006-11-02,10,34.51,5.3,delivered
SHP13221,RT03,2006-11-03,7,38.49,5.6,in_transit
SHP13222,RT03,2006-11-04,9,89.25,3.8,delivered
SHP13223,RT04,2006-11-05,14,62.77,3.6,delivered
SHP13224,RT04,2006-11-06,6,84.28,5.8,delivered
SHP13225,RT02,2006-11-07,9,61.11,6.5,in_transit
SHP13226,RT01,2006-11-08,11,87.04,5.6,delivered
SHP13227,RT03,2006-11-09,13,41.04,4.5,in_transit
SHP13228,RT03,2006-11-10,10,64.99,5.9,delivered
SHP13229,RT04,2006-11-11,11,44.32,4.3,delivered
SHP13230,RT04,2006-11-12,15,97.82,1.4,delivered
SHP13231,RT02,2006-11-13,10,68.5,9.3,delivered
SHP13232,RT04,2006-11-14,10,30.4,6.7,delivered
SHP13233,RT04,2006-11-15,11,97.4,5.2,delivered
SHP13234,RT02,2006-11-16,7,73.71,2.0,delivered
SHP13235,RT03,2006-11-17,14,97.03,6.4,delivered
SHP13236,RT01,2006-11-18,12,80.88,5.7,delivered
SHP13237,RT03,2006-11-19,12,30.39,4.5,delivered
SHP13238,RT03,2006-11-20,11,78.31,6.8,delivered
SHP13239,RT01,2006-11-21,8,62.81,8.1,delivered
SHP13240,RT03,2006-11-22,8,79.03,6.7,failed
SHP13241,RT02,2006-11-23,14,50.43,7.3,delivered
SHP13242,RT01,2006-11-24,13,93.5,5.2,failed
SHP13243,RT01,2006-11-25,10,94.87,3.6,delivered
SHP13244,RT03,2006-11-26,6,37.46,2.1,in_transit
SHP13245,RT02,2006-11-27,7,48.79,8.0,in_transit
SHP13246,RT03,2006-11-28,10,53.16,6.5,delivered
SHP13247,RT02,2006-11-29,9,54.85,4.1,failed
SHP13248,RT02,2006-11-30,10,89.15,2.4,delivered
SHP13249,RT02,2006-12-01,10,98.49,6.1,delivered
SHP13250,RT01,2006-12-02,13,82.86,6.1,delivered
SHP13251,RT02,2006-12-03,12,90.27,1.4,in_transit
SHP13252,RT02,2006-12-04,9,94.8,4.8,delivered
SHP13253,RT01,2006-12-05,5,45.08,4.8,delivered
SHP13254,RT02,2006-12-06,7,55.52,6.4,delivered
SHP13255,RT03,2006-12-07,10,57.45,3.7,delivered
SHP13256,RT02,2006-12-08,14,60.34,6.4,failed
SHP13257,RT01,2006-12-09,6,41.09,5.6,delivered
SHP13258,RT02,2006-12-10,8,62.53,10.2,in_transit
SHP13259,RT03,2006-12-11,10,79.64,4.3,in_transit
SHP13260,RT03,2006-12-12,16,66.94,3.7,delivered
SHP13261,RT03,2006-12-13,8,41.66,3.6,in_transit
SHP13262,RT01,2006-12-14,9,42.3,4.8,in_transit
SHP13263,RT02,2006-12-15,6,80.72,2.7,delivered
SHP13264,RT02,2006-12-16,8,42.4,2.5,in_transit
SHP13265,RT03,2006-12-17,15,56.95,3.0,delivered
SHP13266,RT04,2006-12-18,10,65.43,5.4,delivered
SHP13267,RT01,2006-12-19,13,71.34,6.7,delivered
SHP13268,RT01,2006-12-20,12,63.38,4.1,delivered
SHP13269,RT04,2006-12-21,10,40.4,6.9,in_transit
SHP13270,RT02,2006-12-22,9,58.97,3.7,in_transit
SHP13271,RT03,2006-12-23,11,66.05,8.8,delivered
SHP13272,RT01,2006-12-24,14,48.75,3.9,delivered
SHP13273,RT02,2006-12-25,16,36.76,5.2,delivered
SHP13274,RT01,2006-12-26,15,72.74,3.0,delivered
SHP13275,RT04,2006-12-27,8,88.68,6.1,in_transit
SHP13276,RT01,2006-12-28,6,75.87,6.2,delivered
SHP13277,RT01,2006-12-29,8,59.32,1.8,delivered
SHP13278,RT04,2006-12-30,9,52.56,3.6,in_transit
SHP13279,RT02,2006-12-31,10,47.16,3.7,delivered
SHP13280,RT02,2007-01-01,8,32.05,8.2,delivered
SHP13281,RT03,2007-01-02,9,99.16,6.3,delivered
SHP13282,RT04,2007-01-03,12,34.2,4.0,delivered
SHP13283,RT03,2007-01-04,8,72.93,7.7,delivered
SHP13284,RT01,2007-01-05,11,81.98,2.0,delivered
SHP13285,RT02,2007-01-06,14,47.63,8.1,delivered
SHP13286,RT02,2007-01-07,10,38.34,3.9,in_transit
SHP13287,RT04,2007-01-08,11,97.19,5.6,delivered
SHP13288,RT01,2007-01-09,7,39.5,7.0,delivered
SHP13289,RT01,2007-01-10,6,72.84,6.9,delivered
SHP13290,RT01,2007-01-11,13,66.19,2.0,delivered
SHP13291,RT04,2007-01-12,8,62.6,5.3,in_transit
SHP13292,RT01,2007-01-13,15,82.34,6.5,delivered
SHP13293,RT02,2007-01-14,16,92.61,5.5,delivered
SHP13294,RT02,2007-01-15,9,58.87,4.4,delivered
SHP13295,RT02,2007-01-16,14,86.39,8.5,delivered
SHP13296,RT03,2007-01-17,13,51.41,2.8,failed
SHP13297,RT03,2007-01-18,12,30.72,6.8,delivered
SHP13298,RT01,2007-01-19,11,81.3,5.0,in_transit
SHP13299,RT03,2007-01-20,10,83.72,3.5,delivered
SHP13300,RT02,2007-01-21,19,85.06,4.1,delivered
SHP13301,RT03,2007-01-22,10,31.01,6.0,failed
SHP13302,RT01,2007-01-23,13,34.22,5.3,delivered
SHP13303,RT02,2007-01-24,8,42.42,2.4,delivered
SHP13304,RT03,2007-01-25,10,69.41,6.0,in_transit
SHP13305,RT02,2007-01-26,11,41.36,6.1,delivered
SHP13306,RT01,2007-01-27,9,67.37,2.0,delivered
SHP13307,RT01,2007-01-28,10,51.65,2.8,delivered
SHP13308,RT01,2007-01-29,7,94.16,2.7,in_transit
SHP13309,RT02,2007-01-30,10,32.02,4.5,delivered
SHP13310,RT04,2007-01-31,11,95.57,0.4,delivered
SHP13311,RT02,2007-02-01,8,63.2,4.7,delivered
SHP13312,RT01,2007-02-02,5,63.47,7.6,delivered
SHP13313,RT04,2007-02-03,17,64.9,8.2,delivered
SHP13314,RT03,2007-02-04,10,83.41,6.5,in_transit
SHP13315,RT01,2007-02-05,4,37.02,2.9,delivered
SHP13316,RT04,2007-02-06,7,37.11,2.9,delivered
SHP13317,RT01,2007-02-07,10,57.48,4.0,delivered
SHP13318,RT01,2007-02-08,4,67.41,4.6,in_transit
SHP13319,RT02,2007-02-09,14,62.64,5.3,delivered
SHP13320,RT02,2007-02-10,9,47.78,6.8,in_transit
SHP13321,RT01,2007-02-11,7,47.47,2.1,delivered
SHP13322,RT01,2007-02-12,5,72.48,2.9,delivered
SHP13323,RT03,2007-02-13,10,89.52,3.9,delivered
SHP13324,RT02,2007-02-14,4,80.38,4.4,delivered
SHP13325,RT01,2007-02-15,8,61.36,3.7,failed
SHP13326,RT04,2007-02-16,12,75.15,5.9,in_transit
SHP13327,RT02,2007-02-17,22,88.36,2.5,delivered
SHP13328,RT01,2007-02-18,12,72.35,4.0,delivered
SHP13329,RT01,2007-02-19,11,83.45,4.1,failed
SHP13330,RT04,2007-02-20,10,61.39,6.3,in_transit
SHP13331,RT04,2007-02-21,9,58.59,7.1,delivered
SHP13332,RT01,2007-02-22,6,58.6,5.8,delivered
SHP13333,RT02,2007-02-23,12,39.99,5.4,in_transit
SHP13334,RT04,2007-02-24,16,87.92,5.2,delivered
SHP13335,RT03,2007-02-25,5,76.31,6.3,in_transit
SHP13336,RT02,2007-02-26,13,48.05,6.0,delivered
SHP13337,RT02,2007-02-27,6,85.56,2.0,failed
SHP13338,RT02,2007-02-28,6,91.72,4.8,delivered
SHP13339,RT01,2007-03-01,11,63.34,5.7,delivered
SHP13340,RT03,2007-03-02,9,85.44,3.7,in_transit
SHP13341,RT04,2007-03-03,16,90.01,4.6,delivered
SHP13342,RT04,2007-03-04,9,67.73,5.0,delivered
SHP13343,RT03,2007-03-05,10,65.88,4.7,failed
SHP13344,RT04,2007-03-06,9,66.83,5.6,delivered
SHP13345,RT03,2007-03-07,4,88.54,4.7,delivered
SHP13346,RT02,2007-03-08,12,42.94,1.9,delivered
SHP13347,RT04,2007-03-09,6,94.66,3.3,delivered
SHP13348,RT02,2007-03-10,12,89.74,6.5,delivered
SHP13349,RT03,2007-03-11,13,80.03,4.1,delivered
SHP13350,RT03,2007-03-12,11,73.69,5.5,delivered
SHP13351,RT02,2007-03-13,12,52.41,6.1,in_transit
SHP13352,RT03,2007-03-14,7,32.12,1.7,delivered
SHP13353,RT03,2007-03-15,8,74.35,3.4,delivered
SHP13354,RT01,2007-03-16,12,77.25,3.1,delivered
SHP13355,RT04,2007-03-17,8,72.71,3.2,delivered
SHP13356,RT04,2007-03-18,18,39.69,2.8,delivered
SHP13357,RT01,2007-03-19,5,74.18,2.9,delivered
SHP13358,RT02,2007-03-20,11,95.69,6.6,delivered
SHP13359,RT02,2007-03-21,10,41.78,9.1,in_transit
SHP13360,RT04,2007-03-22,11,49.54,2.8,in_transit
SHP13361,RT04,2007-03-23,7,75.8,3.4,delivered
SHP13362,RT04,2007-03-24,9,64.11,2.9,delivered
SHP13363,RT01,2007-03-25,13,64.32,6.2,delivered
SHP13364,RT04,2007-03-26,9,34.44,3.6,delivered
SHP13365,RT02,2007-03-27,4,79.23,4.7,delivered
SHP13366,RT01,2007-03-28,11,95.68,6.4,in_transit
SHP13367,RT02,2007-03-29,12,90.9,4.3,delivered
SHP13368,RT03,2007-03-30,8,38.18,5.8,in_transit
SHP13369,RT01,2007-03-31,11,58.77,6.1,delivered
SHP13370,RT01,2007-04-01,6,53.66,8.0,delivered
SHP13371,RT04,2007-04-02,6,54.76,7.2,delivered
SHP13372,RT02,2007-04-03,10,90.98,5.9,delivered
SHP13373,RT03,2007-04-04,10,81.96,3.8,failed
